index,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
495,-7.62594,0.797584,0.94109,2,3,0,0.433929
496,-10.2834,0.32799,0.94109,1,1,0,0.627384
497,-7.04801,1,0.94109,1,1,0,0.354006
498,-6.85949,0.973215,0.94109,2,3,0,0.19429
499,-7.33947,0.922454,0.94109,2,3,0,0.13277
500,-8.37983,0.920746,0.94109,2,3,0,0.50512
501,-6.88037,1,0.94109,1,1,0,0.317662
502,-6.88037,0.498059,0.94109,2,3,0,0.317662
503,-6.74874,1,0.94109,2,3,0,0.245274
504,-6.74874,0.761839,0.94109,2,3,0,0.245274
505,-7.59202,0.805212,0.94109,2,3,0,0.114746
506,-7.75279,0.991184,0.94109,2,3,0,0.105378
507,-7.50873,1,0.94109,2,3,0,0.120174
508,-8.09559,0.909269,0.94109,1,1,0,0.0890285
509,-7.73883,1,0.94109,2,3,0,0.106141
510,-6.77231,0.921276,0.94109,2,3,0,0.278199
511,-7.00303,0.920995,0.94109,1,1,0,0.345458
512,-6.75019,0.897914,0.94109,2,3,0,0.24182
513,-6.74822,0.847393,0.94109,2,3,0,0.24752
514,-6.76623,0.94952,0.94109,2,3,0,0.274346
515,-6.78578,0.993337,0.94109,1,1,0,0.285351
516,-7.25704,0.917319,0.94109,2,3,0,0.387653
517,-7.64713,0.636734,0.94109,2,3,0,0.111384
518,-6.88865,0.978645,0.94109,2,3,0,0.187915
519,-6.84744,1,0.94109,1,1,0,0.197205
520,-6.77888,0.960489,0.94109,2,3,0,0.219837
521,-6.76145,1,0.94109,1,1,0,0.229901
522,-6.80553,0.963799,0.94109,2,3,0,0.2939
523,-10.0498,0.450034,0.94109,2,3,0,0.039609
524,-7.75509,0.985321,0.94109,2,3,0,0.105253
525,-8.17589,0.939628,0.94109,1,1,0,0.0857471
526,-6.91068,1,0.94109,2,3,0,0.183593
527,-7.43442,0.734708,0.94109,2,3,0,0.125416
528,-6.82079,0.914474,0.94109,2,3,0,0.204449
529,-6.82079,0.409222,0.94109,2,3,0,0.204449
530,-6.78543,0.984122,0.94109,2,3,0,0.216893
531,-7.18366,0.907815,0.94109,2,3,0,0.146926
532,-7.41844,0.910632,0.94109,2,3,0,0.409363
533,-7.73788,0.587691,0.94109,2,3,0,0.106193
534,-6.75272,0.890122,0.94109,2,3,0,0.262251
535,-7.59952,0.792368,0.94109,2,3,0,0.430967
536,-7.05502,1,0.94109,1,1,0,0.355284
537,-7.11091,0.978352,0.94109,1,1,0,0.365028
538,-6.82328,1,0.94109,2,3,0,0.203716
539,-7.17174,0.814129,0.94109,2,3,0,0.148145
540,-7.33546,0.966831,0.94109,1,1,0,0.133099
541,-8.09966,0.928895,0.94109,2,3,0,0.48112
542,-7.87833,1,0.94109,1,1,0,0.460303
543,-7.00628,1,0.94109,1,1,0,0.346097
544,-6.78348,0.613276,0.94109,2,3,0,0.284227
545,-7.75396,0.73295,0.94109,2,3,0,0.105314
546,-7.17,1,0.94109,1,1,0,0.148325
547,-6.90215,1,0.94109,2,3,0,0.32327
548,-7.2972,0.93683,0.94109,2,3,0,0.393322
549,-6.75688,1,0.94109,2,3,0,0.266878
550,-6.97854,0.723693,0.94109,2,3,0,0.340512
551,-6.79245,0.987684,0.94109,2,3,0,0.214028
552,-6.82799,0.990071,0.94109,1,1,0,0.202364
553,-7.32365,0.875534,0.94109,2,3,0,0.396952
554,-6.81519,0.946896,0.94109,2,3,0,0.206154
555,-6.75011,0.982671,0.94109,2,3,0,0.241989
556,-7.51065,0.859325,0.94109,2,3,0,0.120043
557,-6.78906,0.907351,0.94109,2,3,0,0.215379
558,-6.74825,0.989662,0.94109,2,3,0,0.247348
559,-6.96875,0.941537,0.94109,2,3,0,0.338468
560,-7.10176,0.983293,0.94109,2,3,0,0.363482
561,-7.1692,0.973672,0.94109,1,1,0,0.37448
562,-6.77644,0.995222,0.94109,2,3,0,0.221015
563,-6.89823,0.981424,0.94109,2,3,0,0.32229
564,-6.75504,0.997663,0.94109,2,3,0,0.235391
565,-6.75504,0.757536,0.94109,2,3,0,0.235391
566,-6.77584,0.993756,0.94109,1,1,0,0.221314
567,-6.75334,1,0.94109,2,3,0,0.263039
568,-9.61954,0.469333,0.94109,2,3,0,0.590726
569,-8.30686,1,0.94109,2,3,0,0.49909
570,-6.77586,1,0.94109,2,3,0,0.221309
571,-6.99496,0.955251,0.94109,2,3,0,0.169688
572,-7.5165,0.892778,0.94109,1,1,0,0.119648
573,-7.47825,1,0.94109,1,1,0,0.122274
574,-7.00443,1,0.94109,2,3,0,0.345734
575,-6.84231,1,0.94109,1,1,0,0.306706
576,-6.84231,0.87931,0.94109,1,1,0,0.306706
577,-6.74907,0.999855,0.94109,2,3,0,0.244313
578,-6.82863,0.976409,0.94109,2,3,0,0.202183
579,-6.77635,1,0.94109,2,3,0,0.280508
580,-6.77635,0.811922,0.94109,2,3,0,0.280508
581,-6.82193,0.994708,0.94109,2,3,0,0.299977
582,-6.93199,0.986332,0.94109,2,3,0,0.330391
583,-6.76492,1,0.94109,2,3,0,0.273434
584,-6.74882,0.999512,0.94109,2,3,0,0.245028
585,-6.83692,0.740795,0.94109,2,3,0,0.199917
586,-7.28232,0.923772,0.94109,2,3,0,0.391245
587,-6.98494,1,0.94109,1,1,0,0.341827
588,-8.56786,0.525195,0.94109,1,1,0,0.520028
589,-6.76776,1,0.94109,2,3,0,0.225731
590,-6.76053,1,0.94109,1,1,0,0.230583
591,-6.88418,0.972887,0.94109,2,3,0,0.188839
592,-6.80644,1,0.94109,1,1,0,0.208978
593,-7.05083,0.964452,0.94109,2,3,0,0.354522
594,-7.05061,0.845321,0.94109,2,3,0,0.162064
595,-6.76743,0.832995,0.94109,2,3,0,0.275146
596,-6.74884,0.933299,0.94109,2,3,0,0.244967
597,-6.88918,0.965013,0.94109,2,3,0,0.187806
598,-7.33993,0.932539,0.94109,2,3,0,0.132732
599,-7.18068,1,0.94109,1,1,0,0.147229
600,-7.80434,0.887438,0.94109,1,1,0,0.102636
601,-7.71064,0.947608,0.94109,2,3,0,0.107709
602,-6.74819,0.946069,0.94109,2,3,0,0.252273
603,-7.1385,0.918625,0.94109,2,3,0,0.151672
604,-6.81515,1,0.94109,2,3,0,0.206166
605,-6.75072,0.99406,0.94109,2,3,0,0.240901
606,-6.82122,0.978145,0.94109,2,3,0,0.29973
607,-6.82122,0.732227,0.94109,2,3,0,0.29973
608,-6.74815,1,0.94109,2,3,0,0.251986
609,-6.98817,0.81064,0.94109,2,3,0,0.342484
610,-7.13325,0.945141,0.94109,1,1,0,0.368727
611,-8.11391,0.812678,0.94109,2,3,0,0.088264
612,-9.24692,0.876138,0.94109,1,1,0,0.054196
613,-8.3364,1,0.94109,1,1,0,0.0796842
614,-8.3364,0.893422,0.94109,1,1,0,0.0796842
615,-6.97552,1,0.94109,2,3,0,0.172604
616,-6.82413,1,0.94109,2,3,0,0.203469
617,-7.05854,0.941012,0.94109,1,1,0,0.161052
618,-7.2376,0.961477,0.94109,1,1,0,0.141676
619,-6.9495,1,0.94109,1,1,0,0.176752
620,-6.79814,1,0.94109,1,1,0,0.211882
621,-8.15322,0.704555,0.94109,2,3,0,0.485893
622,-7.03516,1,0.94109,1,1,0,0.351628
623,-7.03516,0.866397,0.94109,1,1,0,0.351628
624,-6.81154,1,0.94109,2,3,0,0.207306
625,-7.82262,0.768335,0.94109,2,3,0,0.45475
626,-7.14968,1,0.94109,2,3,0,0.150463
627,-6.76361,0.971978,0.94109,2,3,0,0.272494
628,-6.93417,0.946161,0.94109,2,3,0,0.17935
629,-8.42283,0.791594,0.94109,2,3,0,0.0766641
630,-11.4407,0.791732,0.94109,2,3,0,0.0237169
631,-12.1299,0.991961,0.94109,2,3,0,0.0185531
632,-8.82154,0.912482,0.94109,2,3,0,0.0645487
633,-7.48481,0.963888,0.94109,2,3,0,0.121817
634,-7.29985,1,0.94109,1,1,0,0.136094
635,-6.82261,1,0.94109,2,3,0,0.300214
636,-6.82261,0.808201,0.94109,1,1,0,0.300214
637,-6.82261,0.513548,0.94109,2,3,0,0.300214
638,-6.75794,0.927121,0.94109,2,3,0,0.267874
639,-7.2384,0.824615,0.94109,2,3,0,0.141602
640,-7.2384,0.900682,0.94109,1,1,0,0.141602
641,-7.84125,0.894052,0.94109,1,1,0,0.100742
642,-6.94294,1,0.94109,2,3,0,0.17785
643,-6.79717,1,0.94109,1,1,0,0.212239
644,-6.7492,0.827401,0.94109,2,3,0,0.256094
645,-7.03094,0.73776,0.94109,2,3,0,0.350836
646,-6.75696,0.687639,0.94109,2,3,0,0.266956
647,-7.06906,0.937264,0.94109,2,3,0,0.159735
648,-6.76049,0.97878,0.94109,2,3,0,0.27008
649,-6.79666,0.994889,0.94109,2,3,0,0.21243
650,-6.83601,0.995694,0.94109,2,3,0,0.304707
651,-8.26132,0.572612,0.94109,1,1,0,0.495251
652,-7.89092,1,0.94109,2,3,0,0.461538
653,-7.89092,0.378616,0.94109,1,1,0,0.461538
654,-6.85197,1,0.94109,1,1,0,0.309657
655,-6.96241,0.959871,0.94109,1,1,0,0.337123
656,-6.96241,0.335321,0.94109,2,3,0,0.337123
657,-6.75151,1,0.94109,2,3,0,0.260543
658,-7.17825,0.889763,0.94109,2,3,0,0.375892
659,-6.83559,1,0.94109,1,1,0,0.304569
660,-6.82774,1,0.94109,2,3,0,0.301976
661,-6.82774,0.640004,0.94109,2,3,0,0.301976
662,-6.87067,0.984569,0.94109,1,1,0,0.315026
663,-6.80427,1,0.94109,1,1,0,0.293399
664,-6.96104,0.977546,0.94109,2,3,0,0.174874
665,-6.81469,1,0.94109,1,1,0,0.20631
666,-6.78918,1,0.94109,1,1,0,0.215328
667,-6.77747,0.966935,0.94109,2,3,0,0.220515
668,-7.99741,0.763318,0.94109,2,3,0,0.0932949
669,-6.75031,1,0.94109,2,3,0,0.25851
670,-7.44678,0.826095,0.94109,2,3,0,0.412911
671,-9.144,0.489442,0.94109,1,1,0,0.561039
672,-7.43297,1,0.94109,2,3,0,0.411191
673,-7.88984,0.826437,0.94109,1,1,0,0.461433
674,-6.94986,1,0.94109,1,1,0,0.334403
675,-7.19666,0.967428,0.94109,2,3,0,0.378723
676,-7.19666,0.391009,0.94109,2,3,0,0.378723
677,-7.4713,0.709635,0.94109,2,3,0,0.122763
678,-7.5532,0.985403,0.94109,1,1,0,0.117221
679,-6.87466,1,0.94109,2,3,0,0.316121
680,-6.76621,1,0.94109,1,1,0,0.274333
681,-6.83666,0.869475,0.94109,2,3,0,0.304917
682,-7.0955,0.907721,0.94109,1,1,0,0.362414
683,-6.75256,1,0.94109,2,3,0,0.262031
684,-6.85668,0.972802,0.94109,2,3,0,0.311049
685,-6.79329,0.951992,0.94109,2,3,0,0.213704
686,-6.74874,1,0.94109,2,3,0,0.245285
687,-7.30431,0.867341,0.94109,2,3,0,0.135711
688,-7.03586,0.961574,0.94109,2,3,0,0.163993
689,-6.8165,1,0.94109,1,1,0,0.205748
690,-6.8165,0.710662,0.94109,2,3,0,0.205748
691,-6.90952,0.975342,0.94109,1,1,0,0.183811
692,-6.84175,1,0.94109,1,1,0,0.19865
693,-6.7703,0.965067,0.94109,2,3,0,0.224254
694,-7.27972,0.753569,0.94109,2,3,0,0.39088
695,-6.87655,1,0.94109,1,1,0,0.316636
696,-7.09885,0.919193,0.94109,1,1,0,0.362986
697,-7.84561,0.869653,0.94109,2,3,0,0.100522
698,-6.96269,1,0.94109,2,3,0,0.174611
699,-7.43815,0.899135,0.94109,1,1,0,0.125143
700,-8.93763,0.918072,0.94109,2,3,0,0.547065
701,-8.11292,1,0.94109,1,1,0,0.482311
702,-6.84341,1,0.94109,1,1,0,0.307049
703,-6.84341,0.672208,0.94109,1,1,0,0.307049
704,-6.76212,0.995173,0.94109,2,3,0,0.229415
705,-6.90723,0.964375,0.94109,2,3,0,0.324525
706,-6.80864,1,0.94109,2,3,0,0.208248
707,-6.83501,0.911279,0.94109,2,3,0,0.304384
708,-7.95732,0.646755,0.94109,1,1,0,0.467947
709,-6.83271,0.629088,0.94109,2,3,0,0.201051
710,-6.83221,0.941496,0.94109,2,3,0,0.20119
711,-6.7523,1,0.94109,2,3,0,0.261683
712,-6.82812,0.977353,0.94109,2,3,0,0.202326
713,-7.69717,0.797089,0.94109,2,3,0,0.441707
714,-8.56432,0.861059,0.94109,2,3,0,0.519754
715,-6.82663,1,0.94109,2,3,0,0.301599
716,-6.76395,1,0.94109,2,3,0,0.272741
717,-6.76395,0.660769,0.94109,2,3,0,0.272741
718,-7.56213,0.784925,0.94109,2,3,0,0.116644
719,-6.80583,1,0.94109,2,3,0,0.209184
720,-6.81669,0.996971,0.94109,1,1,0,0.20569
721,-6.8458,0.913979,0.94109,2,3,0,0.30779
722,-6.95853,0.959162,0.94109,1,1,0,0.336288
723,-7.16947,0.92138,0.94109,1,1,0,0.374523
724,-6.74861,1,0.94109,2,3,0,0.245743
725,-6.74867,0.999415,0.94109,2,3,0,0.245508
726,-6.79821,0.986409,0.94109,2,3,0,0.290923
727,-6.74802,1,0.94109,2,3,0,0.249939
728,-7.54823,0.714203,0.94109,2,3,0,0.117545
729,-8.15409,0.908349,0.94109,1,1,0,0.0866206
730,-6.94752,1,0.94109,2,3,0,0.177081
731,-6.80182,1,0.94109,1,1,0,0.210565
732,-7.03443,0.957048,0.94109,2,3,0,0.164184
733,-7.13259,0.951003,0.94109,2,3,0,0.36862
734,-7.10276,1,0.94109,2,3,0,0.363652
735,-8.04382,0.507711,0.94109,2,3,0,0.0912415
736,-7.01271,1,0.94109,2,3,0,0.167149
737,-7.10101,0.993283,0.94109,2,3,0,0.155897
738,-6.95208,1,0.94109,2,3,0,0.176327
739,-6.82774,1,0.94109,2,3,0,0.301977
740,-11.6669,0.407041,0.94109,3,7,0,0.02187
741,-10.6465,1,0.94109,2,3,0,0.0316731
742,-9.04003,1,0.94109,1,1,0,0.0589498
743,-6.81039,1,0.94109,2,3,0,0.207678
744,-6.99552,0.952072,0.94109,1,1,0,0.169607
745,-7.58382,0.960219,0.94109,2,3,0,0.115262
746,-7.00356,1,0.94109,1,1,0,0.168444
747,-6.95095,1,0.94109,1,1,0,0.176513
748,-6.95095,0.719552,0.94109,2,3,0,0.176513
749,-6.95095,0.546052,0.94109,2,3,0,0.176513
750,-6.74876,0.997418,0.94109,2,3,0,0.245217
751,-6.74876,0.686546,0.94109,2,3,0,0.245217
752,-6.90263,0.92123,0.94109,2,3,0,0.323391
753,-6.79056,0.9882,0.94109,2,3,0,0.214772
754,-6.77316,1,0.94109,1,1,0,0.222696
755,-7.15593,0.920707,0.94109,2,3,0,0.149799
756,-7.61682,0.638874,0.94109,2,3,0,0.113212
757,-7.92413,0.853916,0.94109,2,3,0,0.464766
758,-7.04417,1,0.94109,2,3,0,0.162899
759,-6.83714,1,0.94109,1,1,0,0.199858
760,-6.75288,1,0.94109,2,3,0,0.237813
761,-7.43612,0.830915,0.94109,2,3,0,0.411584
762,-7.21143,1,0.94109,2,3,0,0.380956
763,-6.87393,1,0.94109,2,3,0,0.315923
764,-7.26948,0.93549,0.94109,2,3,0,0.38943
765,-6.80372,0.947308,0.94109,2,3,0,0.209906
766,-6.80372,0.629735,0.94109,2,3,0,0.209906
767,-6.85571,0.966726,0.94109,2,3,0,0.195185
768,-8.35954,0.755324,0.94109,2,3,0,0.0788596
769,-6.74926,1,0.94109,2,3,0,0.24381
770,-6.91274,0.959713,0.94109,2,3,0,0.183207
771,-7.83357,0.841307,0.94109,2,3,0,0.101132
772,-7.34667,1,0.94109,1,1,0,0.132183
773,-7.21544,1,0.94109,1,1,0,0.143782
774,-7.41146,0.91195,0.94109,2,3,0,0.408478
775,-7.41146,0.41044,0.94109,1,1,0,0.408478
776,-6.82159,1,0.94109,1,1,0,0.29986
777,-7.58433,0.747479,0.94109,1,1,0,0.429244
778,-7.65373,0.971459,0.94109,1,1,0,0.436998
779,-7.08407,1,0.94109,1,1,0,0.360441
780,-6.81125,1,0.94109,2,3,0,0.207399
781,-7.55343,0.821879,0.94109,2,3,0,0.425693
782,-7.05809,1,0.94109,2,3,0,0.161109
783,-6.75487,1,0.94109,2,3,0,0.264813
784,-6.89673,0.957807,0.94109,2,3,0,0.186287
785,-7.03775,0.958227,0.94109,2,3,0,0.352111
786,-6.74804,0.79905,0.94109,2,3,0,0.25066
787,-7.28277,0.867591,0.94109,2,3,0,0.137579
788,-6.75716,0.992594,0.94109,2,3,0,0.233359
789,-8.06618,0.729654,0.94109,2,3,0,0.0902757
790,-8.90417,0.902411,0.94109,1,1,0,0.0623554
791,-7.94383,1,0.94109,1,1,0,0.0957528
792,-8.55179,0.974164,0.94109,2,3,0,0.0724395
793,-6.80096,0.845043,0.94109,2,3,0,0.292065
794,-6.76005,0.979526,0.94109,2,3,0,0.230955
795,-6.74803,0.99988,0.94109,2,3,0,0.250549
796,-6.8006,0.986019,0.94109,2,3,0,0.210996
797,-6.77185,1,0.94109,1,1,0,0.223396
798,-7.14474,0.903179,0.94109,2,3,0,0.370591
799,-7.44695,0.885041,0.94109,1,1,0,0.412932
800,-7.44695,0.565621,0.94109,2,3,0,0.412932
801,-6.86301,1,0.94109,1,1,0,0.312875
802,-6.74842,1,0.94109,2,3,0,0.253537
803,-6.84043,0.975542,0.94109,2,3,0,0.306117
804,-6.84043,0.719641,0.94109,1,1,0,0.306117
805,-6.78438,0.990227,0.94109,2,3,0,0.217345
806,-6.78438,0.759565,0.94109,2,3,0,0.217345
807,-6.77661,0.87566,0.94109,2,3,0,0.280655
808,-6.75582,0.996459,0.94109,2,3,0,0.234606
809,-6.76161,0.999415,0.94109,2,3,0,0.229777
810,-6.92731,0.954787,0.94109,2,3,0,0.329311
811,-6.81721,0.982466,0.94109,2,3,0,0.205531
812,-7.22771,0.894667,0.94109,2,3,0,0.383381
813,-7.22771,0.823046,0.94109,2,3,0,0.383381
814,-6.83853,1,0.94109,1,1,0,0.305514
815,-7.20257,0.424348,0.94109,2,3,0,0.379621
816,-6.92603,1,0.94109,1,1,0,0.329015
817,-6.75048,1,0.94109,2,3,0,0.258831
818,-6.74882,1,0.94109,2,3,0,0.255002
819,-7.01041,0.767128,0.94109,2,3,0,0.346906
820,-6.751,0.759386,0.94109,2,3,0,0.259724
821,-6.99075,0.93702,0.94109,2,3,0,0.343006
822,-7.19596,0.922894,0.94109,1,1,0,0.378618
823,-6.75093,1,0.94109,2,3,0,0.259611
824,-6.89348,0.716481,0.94109,2,3,0,0.186935
825,-6.90256,0.997666,0.94109,1,1,0,0.185144
826,-8.24866,0.716804,0.94109,2,3,0,0.494174
827,-7.38214,1,0.94109,2,3,0,0.404714
828,-7.20262,0.82623,0.94109,2,3,0,0.145033
829,-6.90112,1,0.94109,1,1,0,0.185424
830,-6.75164,0.819411,0.94109,2,3,0,0.260729
831,-7.06745,0.913442,0.94109,2,3,0,0.159934
832,-7.25516,0.927148,0.94109,2,3,0,0.140054
833,-7.18911,1,0.94109,1,1,0,0.146376
834,-7.54807,0.931714,0.94109,1,1,0,0.117555
835,-7.04974,1,0.94109,1,1,0,0.162176
836,-6.90774,0.890137,0.94109,2,3,0,0.32465
837,-6.76176,0.803152,0.94109,2,3,0,0.271089
838,-6.9694,0.945825,0.94109,2,3,0,0.338604
839,-6.97139,0.839079,0.94109,2,3,0,0.173242
840,-6.75243,0.970131,0.94109,2,3,0,0.261852
841,-6.8952,0.717269,0.94109,2,3,0,0.186591
842,-6.9102,0.99616,0.94109,1,1,0,0.183683
843,-6.99052,0.889082,0.94109,2,3,0,0.170341
844,-7.46455,0.958092,0.94109,2,3,0,0.415101
845,-6.91008,1,0.94109,1,1,0,0.325221
846,-6.91008,0.28068,0.94109,1,1,0,0.325221
847,-6.91008,0.512619,0.94109,1,1,0,0.325221
848,-6.84589,1,0.94109,1,1,0,0.307815
849,-6.7592,0.999344,0.94109,2,3,0,0.231629
850,-7.04634,0.936112,0.94109,2,3,0,0.162616
851,-7.02345,1,0.94109,1,1,0,0.165664
852,-7.9945,0.791081,0.94109,2,3,0,0.471461
853,-7.26669,1,0.94109,2,3,0,0.139009
854,-6.89612,0.971084,0.94109,2,3,0,0.186408
855,-6.81076,1,0.94109,2,3,0,0.295918
856,-6.81076,0.748933,0.94109,2,3,0,0.295918
857,-7.60752,0.749854,0.94109,2,3,0,0.113783
858,-7.37192,1,0.94109,1,1,0,0.130165
859,-7.57863,0.962724,0.94109,1,1,0,0.11559
860,-6.99204,1,0.94109,1,1,0,0.170117
861,-6.76176,1,0.94109,2,3,0,0.229671
862,-6.80083,0.980274,0.94109,2,3,0,0.292009
863,-6.80083,0.879229,0.94109,1,1,0,0.292009
864,-6.88216,0.69642,0.94109,2,3,0,0.318137
865,-6.94358,0.977357,0.94109,1,1,0,0.333013
866,-6.86106,0.550974,0.94109,2,3,0,0.312318
867,-7.39204,0.905761,0.94109,2,3,0,0.128599
868,-6.78913,0.985337,0.94109,2,3,0,0.21535
869,-8.12944,0.749696,0.94109,2,3,0,0.0876236
870,-7.57989,1,0.94109,1,1,0,0.11551
871,-6.76016,0.940944,0.94109,2,3,0,0.269806
872,-6.76016,0.663179,0.94109,2,3,0,0.269806
873,-6.74959,0.89822,0.94109,2,3,0,0.243048
874,-6.74959,0.638028,0.94109,2,3,0,0.243048
875,-6.76012,0.99442,0.94109,2,3,0,0.230904
876,-7.68192,0.805462,0.94109,2,3,0,0.109345
877,-6.79657,0.896698,0.94109,2,3,0,0.212463
878,-7.54499,0.666901,0.94109,2,3,0,0.424712
879,-6.75162,0.555204,0.94109,2,3,0,0.239501
880,-7.25496,0.883563,0.94109,2,3,0,0.140072
881,-7.50314,0.953066,0.94109,1,1,0,0.120554
882,-6.94421,0.918734,0.94109,2,3,0,0.177635
883,-7.29437,0.922614,0.94109,1,1,0,0.136567
884,-7.01634,1,0.94109,1,1,0,0.166643
885,-7.2545,0.948335,0.94109,1,1,0,0.140114
886,-7.61261,0.934161,0.94109,1,1,0,0.11347
887,-6.74821,0.953571,0.94109,2,3,0,0.252403
888,-7.0957,0.910707,0.94109,2,3,0,0.156519
889,-6.82773,1,0.94109,2,3,0,0.301974
890,-8.04082,0.624611,0.94109,1,1,0,0.475764
891,-8.88474,0.865885,0.94109,2,3,0,0.543364
892,-6.80171,1,0.94109,2,3,0,0.29237
893,-6.82553,0.99159,0.94109,1,1,0,0.301225
894,-6.76557,1,0.94109,1,1,0,0.273888
895,-6.86127,0.835957,0.94109,2,3,0,0.312379
896,-7.2547,0.936231,0.94109,2,3,0,0.140095
897,-6.76222,0.941768,0.94109,2,3,0,0.271449
898,-7.64191,0.784052,0.94109,2,3,0,0.435698
899,-6.84678,0.988167,0.94109,2,3,0,0.197369
900,-6.76321,1,0.94109,2,3,0,0.228647
901,-6.92051,0.96593,0.94109,2,3,0,0.181776
902,-7.25036,0.913973,0.94109,2,3,0,0.38669
903,-7.54512,0.677435,0.94109,2,3,0,0.117748
904,-7.40927,1,0.94109,1,1,0,0.127287
905,-6.8985,1,0.94109,2,3,0,0.322357
906,-6.78595,1,0.94109,2,3,0,0.216672
907,-7.29277,0.593671,0.94109,2,3,0,0.136705
908,-6.77577,0.924475,0.94109,2,3,0,0.221352
909,-6.80139,0.956162,0.94109,2,3,0,0.210718
910,-6.94783,0.961247,0.94109,1,1,0,0.177029
911,-6.94783,0.82902,0.94109,2,3,0,0.177029
912,-6.83898,1,0.94109,1,1,0,0.199372
913,-7.58841,0.82173,0.94109,2,3,0,0.429708
914,-6.76391,1,0.94109,2,3,0,0.228171
915,-6.84014,0.93969,0.94109,2,3,0,0.199068
916,-6.84014,0.760709,0.94109,2,3,0,0.199068
917,-6.87398,0.966094,0.94109,2,3,0,0.191016
918,-6.9342,0.994882,0.94109,2,3,0,0.179345
919,-6.85641,0.933684,0.94109,2,3,0,0.195018
920,-7.03224,0.956378,0.94109,1,1,0,0.164476
921,-6.75757,0.982441,0.94109,2,3,0,0.267533
922,-7.13146,0.859738,0.94109,2,3,0,0.152444
923,-6.79078,1,0.94109,2,3,0,0.214686
924,-6.79545,0.998668,0.94109,1,1,0,0.212881
925,-6.89965,0.969433,0.94109,2,3,0,0.322645
926,-7.62043,0.541932,0.94109,2,3,0,0.112992
927,-7.02457,1,0.94109,1,1,0,0.165512
928,-8.10739,0.84724,0.94109,2,3,0,0.481815
929,-6.77455,1,0.94109,2,3,0,0.221969
930,-6.75293,1,0.94109,1,1,0,0.237752
931,-6.78065,0.995125,0.94109,2,3,0,0.282801
932,-6.8462,0.810245,0.94109,2,3,0,0.307912
933,-7.35237,0.824328,0.94109,1,1,0,0.400807
934,-6.87993,1,0.94109,1,1,0,0.317543
935,-6.79009,0.735145,0.94109,2,3,0,0.287368
936,-6.74889,0.984631,0.94109,2,3,0,0.255235
937,-6.82046,0.98109,0.94109,2,3,0,0.299462
938,-7.10088,0.901025,0.94109,1,1,0,0.363332
939,-7.79156,0.754857,0.94109,1,1,0,0.451593
940,-12.1648,0.166399,0.94109,1,1,0,0.709867
941,-9.79042,1,0.94109,1,1,0,0.600647
942,-8.91862,1,0.94109,1,1,0,0.545741
943,-8.65531,1,0.94109,1,1,0,0.526678
944,-8.38352,1,0.94109,1,1,0,0.50542
945,-8.44465,0.974367,0.94109,1,1,0,0.510358
946,-8.43519,1,0.94109,1,1,0,0.5096
947,-7.33567,1,0.94109,2,3,0,0.133082
948,-7.30532,1,0.94109,1,1,0,0.135625
949,-7.1466,1,0.94109,2,3,0,0.150795
950,-7.1466,0.868451,0.94109,2,3,0,0.150795
951,-7.60547,0.970906,0.94109,2,3,0,0.11391
952,-7.78534,0.926824,0.94109,2,3,0,0.103633
953,-6.76685,0.919911,0.94109,2,3,0,0.274764
954,-6.81462,0.98364,0.94109,1,1,0,0.297355
955,-7.16575,0.877422,0.94109,1,1,0,0.373938
956,-8.22365,0.825733,0.94109,2,3,0,0.492031
957,-6.82115,1,0.94109,1,1,0,0.299706
958,-6.76174,0.915801,0.94109,2,3,0,0.271074
959,-7.21245,0.911936,0.94109,2,3,0,0.144071
960,-6.78369,1,0.94109,2,3,0,0.284332
961,-6.78571,0.9993,0.94109,1,1,0,0.285317
962,-6.75711,0.993413,0.94109,2,3,0,0.233409
963,-6.77464,0.994757,0.94109,1,1,0,0.221925
964,-7.16439,0.856118,0.94109,2,3,0,0.373724
965,-6.89765,1,0.94109,1,1,0,0.322142
966,-7.08816,0.930032,0.94109,1,1,0,0.361151
967,-9.57273,0.35758,0.94109,1,1,0,0.587944
968,-9.29828,1,0.94109,1,1,0,0.571031
969,-6.91024,1,0.94109,1,1,0,0.32526
970,-7.0856,0.978417,0.94109,2,3,0,0.360707
971,-7.83755,0.73636,0.94109,1,1,0,0.456252
972,-7.58513,1,0.94109,1,1,0,0.429335
973,-7.58513,0.400246,0.94109,1,1,0,0.429335
974,-7.08819,1,0.94109,1,1,0,0.361156
975,-7.78085,0.562978,0.94109,2,3,0,0.103871
976,-8.81648,0.868387,0.94109,1,1,0,0.0646862
977,-7.45125,0.969834,0.94109,2,3,0,0.124192
978,-7.45125,0.717039,0.94109,2,3,0,0.124192
979,-8.0214,0.909168,0.94109,1,1,0,0.092225
980,-8.71778,0.915395,0.94109,1,1,0,0.0674448
981,-7.43523,0.967953,0.94109,2,3,0,0.125357
982,-7.13887,1,0.94109,1,1,0,0.151631
983,-8.66889,0.845869,0.94109,2,3,0,0.0688677
984,-7.53734,1,0.94109,1,1,0,0.11826
985,-6.80108,1,0.94109,2,3,0,0.292113
986,-7.10843,0.653614,0.94109,2,3,0,0.155037
987,-7.96181,0.94049,0.94109,2,3,0,0.468375
988,-7.01996,0.930911,0.94109,2,3,0,0.166143
989,-7.29876,0.940329,0.94109,1,1,0,0.136187
990,-6.76875,1,0.94109,2,3,0,0.27601
